Loan_ID,Customer_ID,Branch,City,State,Gender,Age,Occupation,Annual_Income,Credit_Score,Existing_Loans,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,EMI,Application_Date,Approval_Date,Loan_Status,Disbursed_Amount,Default_Flag,Days_Past_Due,Recovery_Amount,Relationship_Years,Account_Type,Digital_Banking
L01030,C11030,Mumbai South,Mumbai,Maharashtra,Female,31,Student,174557,539,0,Home,228231,13.29,48,6155.77,2025-08-23,,Rejected,0,No,0,0,0,Savings,No
L01031,C11031,Chennai North,Chennai,Tamil Nadu,Female,38,Business,159055,723,1,Business,382277,11.24,84,6593.85,2024-03-25,04-04-2024,Approved,382277,No,0,0,3,Savings,No
L01032,C11032,Delhi Central,Delhi,Delhi,Male,30,Salaried,66262,780,0,Business,321353,11.19,180,3690.92,2024-05-22,01-06-2024,Approved,321353,No,0,0,2,Savings,Yes
L01033,C11033,Ahmedabad,Ahmedabad,Gujarat,Female,27,Salaried,72371,783,0,Personal,114764,10.59,180,1275.01,2025-06-25,29-06-2025,Approved,114764,No,0,0,6,Savings,No
L01034,C11034,Kolkata West,Kolkata,West Bengal,Male,48,Salaried,79631,715,4,Home,243762,11.6,180,2863.12,2024-11-04,,Rejected,0,No,0,0,3,Savings,No
L01035,C11035,Bengaluru East,Bengaluru,Karnataka,Male,26,Salaried,171377,649,1,Business,84583,12.69,60,1911.13,2024-05-17,22-05-2024,Approved,84583,No,0,0,0,Savings,No
L01036,C11036,Pune East,Pune,Maharashtra,Female,25,Self-employed,25324,600,1,Education,104562,12.87,48,2798.39,2025-12-12,,Rejected,0,No,0,0,0,Savings,Yes
L01037,C11037,Jaipur,Jaipur,Rajasthan,Male,30,Salaried,136112,771,4,Personal,60231,14.36,48,1656.8,2024-08-05,10-08-2024,Approved,60231,No,0,0,4,Savings,Yes
L01038,C11038,Jaipur,Jaipur,Rajasthan,Male,48,Salaried,67455,654,3,Home,409447,10,48,10384.63,2025-09-05,13-09-2025,Approved,409447,No,0,0,2,Current,No
L01039,C11039,Patna,Patna,Bihar,Male,47,Salaried,58156,744,0,Personal,54217,16.08,48,1538.75,2025-12-01,02-12-2025,Approved,54217,No,0,0,9,Savings,Yes
L01040,C11040,Delhi Central,Delhi,Delhi,Male,22,Business,131309,623,3,Auto,168351,10.82,60,3645.26,2025-09-29,07-10-2025,Approved,168351,No,0,0,11,Current,No
L01041,C11041,Ahmedabad,Ahmedabad,Gujarat,Male,36,Salaried,52898,773,3,Personal,34491,7.9,36,1079.23,2024-05-01,10-05-2024,Approved,34491,No,0,0,6,Savings,No
L01042,C11042,Lucknow,Lucknow,Uttar Pradesh,Male,27,Salaried,97396,786,0,Personal,75549,12.15,120,1090.47,2024-01-14,20-01-2024,Approved,75549,No,0,0,4,Savings,Yes
L01043,C11043,Pune East,Pune,Maharashtra,Male,50,Salaried,158264,764,1,Home,523618,9.56,36,16787.72,2024-02-18,23-02-2024,Approved,523618,No,0,0,8,Current,No
L01044,C11044,Chennai North,Chennai,Tamil Nadu,Female,32,Salaried,76525,710,0,Home,378115,9.14,120,4818.5,2025-06-24,02-07-2025,Approved,378115,No,0,0,13,Current,No
L01045,C11045,Delhi Central,Delhi,Delhi,Male,28,Business,112493,722,1,Auto,91047,14.9,84,1751.81,2024-09-17,24-09-2024,Approved,91047,No,0,0,4,Savings,No
L01046,C11046,Kolkata West,Kolkata,West Bengal,Male,54,Salaried,61234,789,3,Home,180188,16.32,84,3611.82,2025-02-28,05-03-2025,Approved,180188,No,0,0,0,Savings,Yes
L01047,C11047,Delhi Central,Delhi,Delhi,Female,58,Salaried,147515,727,0,Education,64431,12.77,120,953.3,2025-07-19,29-07-2025,Approved,64431,No,0,0,8,Savings,No
L01048,C11048,Chennai North,Chennai,Tamil Nadu,Male,41,Self-employed,36087,727,2,Auto,181553,7.84,120,2187.42,2024-10-31,10-11-2024,Approved,181553,No,0,0,12,Current,Yes
L01049,C11049,Chandigarh,Chandigarh,Chandigarh,Male,33,Salaried,140085,639,3,Auto,126707,8.42,84,2001.5,2024-04-11,19-04-2024,Approved,126707,No,0,0,1,Current,No
L01050,C11050,Kolkata West,Kolkata,West Bengal,Female,36,Salaried,70664,572,2,Personal,47647,14.13,120,743.53,2025-11-16,,Rejected,0,No,0,0,9,Savings,No
L01051,C11051,Bhopal,Bhopal,Madhya Pradesh,Male,25,Business,94235,727,1,Home,394983,7.96,84,6148.42,2025-07-07,09-07-2025,Approved,394983,No,0,0,1,Savings,Yes
L01052,C11052,Chandigarh,Chandigarh,Chandigarh,Female,27,Self-employed,168064,753,0,Home,508794,13.82,120,7844.89,2025-08-08,17-08-2025,Approved,508794,No,0,0,14,Savings,Yes
L01053,C11053,Mumbai South,Mumbai,Maharashtra,Female,22,Business,165902,596,2,Business,346452,7.77,36,10819.82,2025-07-13,,Pending,0,No,0,0,8,Current,Yes
L01054,C11054,Bengaluru East,Bengaluru,Karnataka,Male,49,Self-employed,118336,687,4,Personal,50557,12.64,84,909.87,2025-06-03,04-06-2025,Approved,50557,No,0,0,1,Savings,No
L01055,C11055,Lucknow,Lucknow,Uttar Pradesh,Male,47,Salaried,149066,624,1,Education,79840,12.57,60,1799.08,2025-09-01,,Rejected,0,No,0,0,2,Savings,No
L01056,C11056,Chandigarh,Chandigarh,Chandigarh,Female,31,Business,136011,576,4,Business,158872,11.67,84,2776.56,2025-08-15,,Pending,0,No,0,0,15,Savings,No
L01057,C11057,Delhi Central,Delhi,Delhi,Female,35,Business,92803,714,4,Personal,66479,11.34,84,1150.2,2025-07-19,22-07-2025,Approved,66479,No,0,0,7,Current,No
L01058,C11058,Pune East,Pune,Maharashtra,Male,50,Business,129374,673,1,Home,173680,15.46,84,3396.44,2025-12-19,29-12-2025,Approved,173680,No,0,0,7,Current,No
L01059,C11059,Delhi Central,Delhi,Delhi,Female,49,Salaried,64764,699,4,Personal,70585,8.78,60,1457.7,2025-08-16,,Rejected,0,No,0,0,13,Current,Yes
L01060,C11060,Delhi Central,Delhi,Delhi,Male,38,Salaried,164645,694,4,Home,171541,15.42,48,4810.72,2024-09-21,24-09-2024,Approved,171541,No,0,0,14,Savings,No
L01061,C11061,Delhi Central,Delhi,Delhi,Male,26,Salaried,81217,724,1,Personal,119023,16.38,180,1779.73,2024-06-16,,Pending,0,No,0,0,6,Current,Yes
L01062,C11062,Chennai North,Chennai,Tamil Nadu,Male,51,Business,25111,689,2,Home,280351,7.89,60,5669.76,2024-11-24,26-11-2024,Approved,280351,No,0,0,0,Savings,No
L01063,C11063,Bhubaneswar,Bhubaneswar,Odisha,Female,40,Salaried,93729,712,2,Auto,100658,13.77,60,2330.15,2024-01-29,,Rejected,0,No,0,0,13,Current,Yes
L01064,C11064,Jaipur,Jaipur,Rajasthan,Female,25,Self-employed,58233,712,2,Auto,193293,13.17,120,2905.49,2025-07-08,,Pending,0,No,0,0,0,Current,No
L01065,C11065,Patna,Patna,Bihar,Male,27,Salaried,141090,678,0,Education,140065,10.44,48,3582.08,2025-02-07,12-02-2025,Approved,140065,No,0,0,7,Current,No
L01066,C11066,Hyderabad Central,Hyderabad,Telangana,Female,57,Salaried,48670,773,2,Personal,54238,16.31,180,808.35,2024-02-20,01-03-2024,Approved,54238,No,0,0,5,Savings,No
L01067,C11067,Pune East,Pune,Maharashtra,Male,45,Self-employed,36662,674,0,Personal,115446,8.06,120,1404.34,2025-07-04,,Rejected,0,No,0,0,12,Savings,No
L01068,C11068,Pune East,Pune,Maharashtra,Male,47,Student,57968,711,0,Personal,54066,10.45,120,728.03,2024-02-27,28-02-2024,Approved,54066,Yes,176,9867,4,Current,No
L01069,C11069,Bengaluru East,Bengaluru,Karnataka,Male,39,Self-employed,123315,666,4,Auto,163073,11.98,36,5414.8,2024-11-30,,Rejected,0,No,0,0,8,Savings,Yes
L01070,C11070,Patna,Patna,Bihar,Female,41,Salaried,120469,638,3,Education,74553,12.34,36,2488.35,2025-08-07,,Rejected,0,No,0,0,9,Current,Yes
L01071,C11071,Chennai North,Chennai,Tamil Nadu,Male,48,Salaried,121869,686,3,Education,141973,13.2,84,2598.23,2024-12-10,,Rejected,0,No,0,0,1,Savings,No
L01072,C11072,Chandigarh,Chandigarh,Chandigarh,Female,59,Business,85005,761,0,Home,504034,11.33,48,13107.95,2024-05-01,06-05-2024,Approved,504034,No,0,0,14,Current,No
L01073,C11073,Kochi,Kochi,Kerala,Female,40,Salaried,107838,637,0,Home,297288,13.88,36,10143.28,2024-04-04,,Rejected,0,No,0,0,8,Current,Yes
L01074,C11074,Delhi Central,Delhi,Delhi,Male,27,Salaried,160337,644,3,Personal,84819,16.42,48,2422.08,2024-07-19,,Pending,0,No,0,0,5,Current,No
L01075,C11075,Bhubaneswar,Bhubaneswar,Odisha,Male,38,Salaried,132098,726,3,Home,532964,8.5,48,13136.66,2024-02-24,29-02-2024,Approved,532964,No,0,0,15,Current,Yes
L01076,C11076,Ahmedabad,Ahmedabad,Gujarat,Female,58,Business,164536,557,0,Personal,65921,16.26,180,980.16,2024-06-21,,Rejected,0,No,0,0,8,Savings,No
L01077,C11077,Bengaluru East,Bengaluru,Karnataka,Male,56,Business,85964,546,2,Education,65173,7.92,180,619.82,2025-03-15,21-03-2025,Approved,65173,No,0,0,14,Current,Yes
L01078,C11078,Patna,Patna,Bihar,Male,25,Salaried,75737,686,1,Business,314592,10.07,120,4169.56,2025-09-21,,Rejected,0,No,0,0,15,Savings,No
L01079,C11079,Jaipur,Jaipur,Rajasthan,Female,34,Salaried,101931,625,1,Personal,24024,9.22,120,307.19,2025-07-05,,Rejected,0,No,0,0,5,Savings,No
L01080,C11080,Pune East,Pune,Maharashtra,Male,55,Salaried,42634,606,4,Education,62366,14.94,60,1481.72,2024-12-02,,Rejected,0,No,0,0,6,Savings,No
L01081,C11081,Kolkata West,Kolkata,West Bengal,Male,41,Business,156869,716,1,Personal,50083,15.43,36,1746.71,2024-02-06,,Rejected,0,No,0,0,3,Savings,No
L01082,C11082,Jaipur,Jaipur,Rajasthan,Female,53,Salaried,42553,641,3,Personal,42577,10.01,60,904.84,2025-11-17,,Pending,0,No,0,0,8,Current,No
L01083,C11083,Delhi Central,Delhi,Delhi,Male,55,Self-employed,42290,593,3,Education,102413,8.46,180,1006.1,2025-12-03,,Rejected,0,No,0,0,10,Savings,Yes
L01084,C11084,Bengaluru East,Bengaluru,Karnataka,Female,53,Salaried,91966,705,4,Education,135369,13.1,120,2029.2,2025-03-11,,Pending,0,No,0,0,4,Savings,No
L01085,C11085,Pune East,Pune,Maharashtra,Female,58,Business,150656,796,1,Home,271923,7.83,36,8499.77,2025-09-04,11-09-2025,Approved,271923,No,0,0,5,Current,Yes
L01086,C11086,Bhubaneswar,Bhubaneswar,Odisha,Male,56,Business,142841,771,1,Personal,51230,12.61,36,1716.53,2024-06-03,,Pending,0,No,0,0,15,Savings,No
L01087,C11087,Bhubaneswar,Bhubaneswar,Odisha,Male,57,Salaried,70194,606,0,Education,103013,15.82,48,2909.93,2024-05-29,31-05-2024,Approved,103013,Yes,88,11516,0,Savings,Yes
L01088,C11088,Kochi,Kochi,Kerala,Female,50,Salaried,55045,680,0,Business,346298,15.07,120,5601.85,2025-11-18,,Rejected,0,No,0,0,15,Current,Yes
L01089,C11089,Delhi Central,Delhi,Delhi,Male,39,Salaried,125588,706,1,Business,231709,15.86,180,3380.52,2024-09-06,08-09-2024,Approved,231709,No,0,0,1,Current,No
L01090,C11090,Ahmedabad,Ahmedabad,Gujarat,Male,33,Salaried,132129,634,4,Personal,108641,14.61,36,3745.36,2024-01-04,05-01-2024,Approved,108641,No,0,0,12,Savings,Yes
L01091,C11091,Pune East,Pune,Maharashtra,Female,42,Student,179226,593,2,Home,511251,7.91,84,7945.56,2025-11-15,,Rejected,0,No,0,0,8,Savings,Yes
L01092,C11092,Delhi Central,Delhi,Delhi,Female,44,Salaried,47686,781,0,Education,146891,16.44,48,4196.11,2024-10-15,23-10-2024,Approved,146891,No,0,0,3,Current,No
L01093,C11093,Bhopal,Bhopal,Madhya Pradesh,Female,23,Salaried,28943,629,1,Personal,91858,9.32,120,1179.59,2024-05-24,,Rejected,0,No,0,0,12,Savings,No
L01094,C11094,Kolkata West,Kolkata,West Bengal,Female,21,Salaried,166540,756,3,Auto,186325,15.58,120,3072.6,2024-05-01,09-05-2024,Approved,186325,No,0,0,2,Current,Yes
L01095,C11095,Pune East,Pune,Maharashtra,Female,32,Salaried,45325,554,0,Auto,112061,8.64,36,3544.76,2024-05-15,,Rejected,0,No,0,0,11,Current,Yes
L01096,C11096,Ahmedabad,Ahmedabad,Gujarat,Male,40,Student,170043,627,0,Education,147613,12.64,48,3933.76,2024-03-15,,Rejected,0,No,0,0,11,Current,No
L01097,C11097,Mumbai South,Mumbai,Maharashtra,Female,52,Salaried,48648,671,2,Personal,44232,14.56,36,1523.8,2025-07-08,17-07-2025,Approved,44232,No,0,0,2,Current,Yes
L01098,C11098,Ahmedabad,Ahmedabad,Gujarat,Female,32,Salaried,150181,656,2,Personal,29758,11.54,180,348.39,2024-09-27,,Rejected,0,No,0,0,11,Current,Yes
L01099,C11099,Mumbai South,Mumbai,Maharashtra,Female,39,Salaried,36893,638,1,Home,453026,8.77,60,9353.59,2025-05-23,,Rejected,0,No,0,0,0,Savings,Yes
L01100,C11100,Chandigarh,Chandigarh,Chandigarh,Female,35,Self-employed,114698,800,3,Home,177703,11.63,48,4647.38,2024-05-19,27-05-2024,Approved,177703,No,0,0,5,Current,No
L01101,C11101,Delhi Central,Delhi,Delhi,Male,26,Salaried,160452,733,3,Home,221434,16.44,36,7833.15,2025-02-02,,Pending,0,No,0,0,11,Savings,No
L01102,C11102,Mumbai South,Mumbai,Maharashtra,Male,43,Self-employed,40466,787,0,Home,344931,16.27,120,5836.22,2024-07-01,,Rejected,0,No,0,0,3,Savings,No
L01103,C11103,Bengaluru East,Bengaluru,Karnataka,Female,26,Business,36434,688,3,Home,448588,8.73,36,14208.68,2024-02-03,10-02-2024,Approved,448588,No,0,0,0,Savings,No
L01104,C11104,Hyderabad Central,Hyderabad,Telangana,Male,53,Business,106856,639,4,Education,121635,10.14,180,1317.53,2024-05-24,,Rejected,0,No,0,0,14,Current,Yes
L01105,C11105,Patna,Patna,Bihar,Female,43,Salaried,92394,675,0,Personal,116036,8.29,120,1425.68,2025-06-11,,Pending,0,No,0,0,15,Savings,No
L01106,C11106,Bhopal,Bhopal,Madhya Pradesh,Male,34,Self-employed,43539,767,0,Home,173804,8.88,120,2190.4,2025-11-10,14-11-2025,Approved,173804,No,0,0,2,Current,No
L01107,C11107,Chennai North,Chennai,Tamil Nadu,Female,49,Salaried,88427,608,3,Personal,73166,15.26,120,1192.1,2025-03-21,28-03-2025,Approved,73166,No,0,0,7,Current,No
L01108,C11108,Bhubaneswar,Bhubaneswar,Odisha,Male,56,Salaried,71367,823,2,Education,80151,15.79,180,1165.46,2024-11-01,04-11-2024,Approved,80151,No,0,0,10,Current,Yes
L01109,C11109,Jaipur,Jaipur,Rajasthan,Female,38,Business,128146,627,2,Home,358176,8.94,120,4525.6,2024-07-06,,Rejected,0,No,0,0,0,Savings,No
L01110,C11110,Bhubaneswar,Bhubaneswar,Odisha,Female,27,Salaried,106126,764,0,Auto,76664,15.51,36,2676.77,2024-03-26,,Pending,0,No,0,0,14,Current,Yes
L01111,C11111,Kolkata West,Kolkata,West Bengal,Male,30,Salaried,102314,668,3,Home,518415,9.09,180,5285.9,2024-01-25,04-02-2024,Approved,518415,No,0,0,7,Current,No
L01112,C11112,Kochi,Kochi,Kerala,Male,32,Student,46677,617,1,Home,314493,14.56,120,4989.47,2024-12-31,,Pending,0,No,0,0,1,Savings,Yes
L01113,C11113,Patna,Patna,Bihar,Female,24,Salaried,54096,617,1,Business,261940,16.2,180,3883.7,2025-12-03,,Rejected,0,No,0,0,8,Current,No
L01114,C11114,Delhi Central,Delhi,Delhi,Female,39,Salaried,154056,809,0,Education,122298,9.22,48,3056.18,2025-04-19,20-04-2025,Approved,122298,No,0,0,11,Savings,Yes
L01115,C11115,Chandigarh,Chandigarh,Chandigarh,Male,24,Salaried,127936,665,1,Business,86398,9.33,120,1109.94,2024-05-01,07-05-2024,Approved,86398,No,0,0,1,Savings,No
L01116,C11116,Delhi Central,Delhi,Delhi,Female,25,Salaried,103614,792,4,Business,196067,16.41,60,4810.79,2025-09-22,25-09-2025,Approved,196067,No,0,0,11,Current,Yes
L01117,C11117,Bhubaneswar,Bhubaneswar,Odisha,Female,57,Salaried,36981,672,0,Personal,83818,12.62,120,1232.78,2024-01-14,21-01-2024,Approved,83818,No,0,0,1,Savings,No
L01118,C11118,Kochi,Kochi,Kerala,Female,51,Salaried,88343,710,3,Personal,111014,13.62,180,1450.19,2024-08-11,21-08-2024,Approved,111014,No,0,0,9,Current,Yes
L01119,C11119,Delhi Central,Delhi,Delhi,Male,46,Salaried,123822,697,2,Personal,48569,8.95,60,1007.03,2024-01-12,16-01-2024,Approved,48569,No,0,0,10,Current,Yes
L01120,C11120,Bhubaneswar,Bhubaneswar,Odisha,Female,32,Salaried,145423,554,4,Home,455194,8.05,48,11123.3,2025-11-08,,Pending,0,No,0,0,4,Savings,Yes
L01121,C11121,Hyderabad Central,Hyderabad,Telangana,Female,27,Salaried,33375,599,3,Education,36081,10.71,36,1176.3,2025-10-14,,Rejected,0,No,0,0,13,Current,Yes
L01122,C11122,Delhi Central,Delhi,Delhi,Male,28,Salaried,127913,646,3,Home,221345,13.05,36,7463.32,2024-10-15,,Pending,0,No,0,0,10,Current,No
L01123,C11123,Bhopal,Bhopal,Madhya Pradesh,Female,41,Self-employed,73776,770,4,Education,70853,9.01,36,2253.44,2024-08-24,,Pending,0,No,0,0,7,Current,Yes
L01124,C11124,Bhopal,Bhopal,Madhya Pradesh,Male,30,Salaried,117726,739,4,Home,284130,11.66,84,4964.16,2024-01-26,29-01-2024,Approved,284130,Yes,143,30024,2,Current,Yes
L01125,C11125,Chennai North,Chennai,Tamil Nadu,Male,32,Salaried,69105,791,1,Home,424953,14.57,120,6744.51,2025-08-09,,Rejected,0,No,0,0,0,Current,Yes
L01126,C11126,Ahmedabad,Ahmedabad,Gujarat,Male,28,Salaried,80426,762,4,Personal,92120,12.46,180,1133,2025-08-25,,Rejected,0,No,0,0,14,Current,Yes
L01127,C11127,Kochi,Kochi,Kerala,Male,45,Business,36654,660,2,Business,331002,12.31,180,4038.83,2025-09-10,,Rejected,0,No,0,0,2,Current,Yes
L01128,C11128,Lucknow,Lucknow,Uttar Pradesh,Female,32,Self-employed,97380,577,2,Business,243049,15.3,180,3451.76,2024-04-08,,Pending,0,No,0,0,4,Savings,No
L01129,C11129,Bengaluru East,Bengaluru,Karnataka,Male,24,Salaried,81033,624,1,Home,231520,8.03,36,7258.2,2024-10-11,16-10-2024,Approved,231520,No,0,0,4,Savings,Yes
L01130,C11130,Ahmedabad,Ahmedabad,Gujarat,Female,57,Business,76454,632,0,Auto,53419,8.65,180,530.75,2024-07-31,,Pending,0,No,0,0,8,Savings,Yes
L01131,C11131,Patna,Patna,Bihar,Male,29,Business,155554,587,0,Home,526361,9.25,48,13161.09,2025-05-30,05-06-2025,Approved,526361,No,0,0,13,Current,No
L01132,C11132,Chennai North,Chennai,Tamil Nadu,Male,24,Salaried,85505,815,3,Personal,66643,11.08,120,921.03,2024-04-08,12-04-2024,Approved,66643,No,0,0,2,Savings,Yes
L01133,C11133,Kolkata West,Kolkata,West Bengal,Male,47,Business,44405,623,4,Home,233425,12.74,120,3449.58,2024-08-11,12-08-2024,Approved,233425,No,0,0,8,Savings,No
L01134,C11134,Ahmedabad,Ahmedabad,Gujarat,Male,30,Business,78221,702,0,Personal,21833,12.01,60,485.77,2025-02-19,25-02-2025,Approved,21833,No,0,0,13,Current,No
L01135,C11135,Bhopal,Bhopal,Madhya Pradesh,Male,45,Salaried,128285,716,4,Education,77454,10.76,60,1674.78,2025-08-18,23-08-2025,Approved,77454,No,0,0,1,Current,No
L01136,C11136,Ahmedabad,Ahmedabad,Gujarat,Male,40,Business,74431,677,1,Auto,140122,7.58,180,1305.33,2025-09-11,19-09-2025,Approved,140122,No,0,0,5,Current,Yes
L01137,C11137,Ahmedabad,Ahmedabad,Gujarat,Male,26,Salaried,63497,685,1,Business,260104,15.97,120,4352.22,2025-12-13,16-12-2025,Approved,260104,No,0,0,1,Current,Yes
L01138,C11138,Kochi,Kochi,Kerala,Female,30,Business,106562,812,0,Auto,199656,13.64,60,4608.47,2024-08-13,19-08-2024,Approved,199656,No,0,0,4,Current,No
L01139,C11139,Bengaluru East,Bengaluru,Karnataka,Female,24,Salaried,86826,698,1,Business,98210,14.78,48,2722.32,2024-03-20,26-03-2024,Approved,98210,No,0,0,15,Current,Yes
L01140,C11140,Pune East,Pune,Maharashtra,Female,44,Self-employed,127342,743,4,Auto,180909,10.48,84,3048.36,2025-02-15,20-02-2025,Approved,180909,No,0,0,10,Savings,No
L01141,C11141,Chennai North,Chennai,Tamil Nadu,Female,44,Business,96002,563,4,Education,80109,16.16,36,2822.73,2025-03-17,22-03-2025,Approved,80109,Yes,75,22495,9,Current,Yes
L01142,C11142,Lucknow,Lucknow,Uttar Pradesh,Male,57,Salaried,105307,790,4,Home,329144,9.17,84,5324.06,2025-09-02,08-09-2025,Approved,329144,No,0,0,12,Current,No
L01143,C11143,Bengaluru East,Bengaluru,Karnataka,Male,36,Salaried,97399,733,4,Business,219300,9.13,36,6986.96,2024-10-19,24-10-2024,Approved,219300,No,0,0,6,Savings,Yes
L01144,C11144,Ahmedabad,Ahmedabad,Gujarat,Male,40,Self-employed,105988,740,1,Education,37318,11.58,84,650.41,2024-08-13,21-08-2024,Approved,37318,No,0,0,0,Savings,Yes
L01145,C11145,Jaipur,Jaipur,Rajasthan,Female,31,Salaried,56522,789,3,Home,442018,10.03,48,11217.09,2024-08-02,07-08-2024,Approved,442018,No,0,0,5,Current,No
L01146,C11146,Hyderabad Central,Hyderabad,Telangana,Female,52,Salaried,155343,744,1,Auto,92886,15.33,180,1321.08,2024-01-26,02-02-2024,Approved,92886,No,0,0,4,Savings,No
L01147,C11147,Jaipur,Jaipur,Rajasthan,Female,29,Business,129937,660,1,Personal,34611,10.01,36,1116.96,2025-10-23,,Rejected,0,No,0,0,11,Savings,No
L01148,C11148,Bhubaneswar,Bhubaneswar,Odisha,Male,22,Self-employed,121334,624,2,Auto,61961,7.83,48,1507.71,2025-05-10,,Pending,0,No,0,0,5,Savings,Yes
L01149,C11149,Hyderabad Central,Hyderabad,Telangana,Male,41,Salaried,76083,701,2,Home,450765,13.73,36,15347.03,2024-08-10,,Rejected,0,No,0,0,2,Current,Yes
L01150,C11150,Bhubaneswar,Bhubaneswar,Odisha,Male,33,Salaried,124112,701,4,Personal,112954,8.89,84,1811.03,2024-06-29,,Pending,0,No,0,0,0,Savings,No
L01151,C11151,Bhopal,Bhopal,Madhya Pradesh,Male,43,Salaried,122918,753,1,Business,157782,9.02,180,1602.21,2025-12-10,18-12-2025,Approved,157782,No,0,0,6,Savings,Yes
L01152,C11152,Hyderabad Central,Hyderabad,Telangana,Female,51,Business,83211,676,2,Home,268823,11.31,36,8840.44,2025-06-03,04-06-2025,Approved,268823,No,0,0,2,Savings,No
L01153,C11153,Delhi Central,Delhi,Delhi,Male,45,Business,56665,701,1,Personal,32932,7.63,36,1026.36,2024-06-08,14-06-2024,Approved,32932,No,0,0,7,Savings,Yes
L01154,C11154,Patna,Patna,Bihar,Female,48,Self-employed,93718,563,4,Business,291045,11.81,60,6446.23,2025-03-29,,Rejected,0,No,0,0,4,Savings,Yes
L01155,C11155,Chennai North,Chennai,Tamil Nadu,Male,30,Student,158263,722,4,Home,230723,10.61,180,2566.17,2025-08-02,05-08-2025,Approved,230723,No,0,0,11,Current,Yes
L01156,C11156,Ahmedabad,Ahmedabad,Gujarat,Male,60,Student,113482,693,1,Personal,26463,15.6,48,744.56,2025-10-12,,Rejected,0,No,0,0,15,Savings,Yes
L01157,C11157,Patna,Patna,Bihar,Male,55,Salaried,129023,657,0,Education,30827,11.87,60,683.71,2024-08-22,,Rejected,0,No,0,0,9,Savings,No
L01158,C11158,Bengaluru East,Bengaluru,Karnataka,Male,25,Salaried,126021,615,1,Personal,27514,12.08,60,613.15,2025-11-10,,Rejected,0,No,0,0,15,Current,No
L01159,C11159,Mumbai South,Mumbai,Maharashtra,Female,38,Self-employed,36805,655,0,Education,112078,13.44,60,2575.43,2024-03-29,03-04-2024,Approved,112078,Yes,174,44855,10,Current,No
L01160,C11160,Delhi Central,Delhi,Delhi,Male,57,Business,80448,730,4,Personal,91712,11.97,48,2413.78,2024-03-02,03-03-2024,Approved,91712,No,0,0,0,Current,Yes
L01161,C11161,Ahmedabad,Ahmedabad,Gujarat,Male,21,Salaried,155057,783,0,Home,188425,15.97,120,3152.84,2024-09-06,13-09-2024,Approved,188425,No,0,0,12,Current,No
L01162,C11162,Ahmedabad,Ahmedabad,Gujarat,Male,57,Student,149404,754,1,Home,373536,11.91,84,6575.97,2024-08-24,03-09-2024,Approved,373536,No,0,0,5,Savings,No
L01163,C11163,Chandigarh,Chandigarh,Chandigarh,Female,22,Salaried,113897,629,4,Auto,192788,11.28,48,5008.96,2025-10-14,,Pending,0,No,0,0,9,Savings,Yes
L01164,C11164,Kolkata West,Kolkata,West Bengal,Male,45,Salaried,74381,520,0,Business,383152,13.23,48,10322.8,2024-08-26,27-08-2024,Approved,383152,Yes,180,18154,11,Savings,No
L01165,C11165,Jaipur,Jaipur,Rajasthan,Female,38,Student,172597,610,2,Personal,113187,7.95,48,2760.57,2025-03-06,,Pending,0,No,0,0,14,Current,No
L01166,C11166,Hyderabad Central,Hyderabad,Telangana,Female,52,Salaried,175050,593,3,Auto,131136,15.46,36,4575.47,2025-03-05,,Rejected,0,No,0,0,12,Current,No
L01167,C11167,Kochi,Kochi,Kerala,Male,37,Self-employed,33657,741,2,Auto,173275,9.29,120,2222.26,2025-01-30,,Pending,0,No,0,0,13,Savings,No
L01168,C11168,Jaipur,Jaipur,Rajasthan,Male,28,Self-employed,173224,697,2,Home,514875,10.92,60,11174.1,2024-07-29,04-08-2024,Approved,514875,No,0,0,0,Savings,No
L01169,C11169,Pune East,Pune,Maharashtra,Male,31,Salaried,146286,649,2,Home,191084,15.18,120,3103.95,2024-10-23,,Pending,0,No,0,0,10,Current,No
L01170,C11170,Bhubaneswar,Bhubaneswar,Odisha,Female,47,Business,90015,714,2,Business,217219,15.37,60,5209.91,2024-08-14,19-08-2024,Approved,217219,No,0,0,9,Savings,No
L01171,C11171,Kolkata West,Kolkata,West Bengal,Male,59,Salaried,92758,677,1,Auto,120684,15.39,60,2895.83,2024-01-18,27-01-2024,Approved,120684,No,0,0,7,Savings,No
L01172,C11172,Lucknow,Lucknow,Uttar Pradesh,Female,29,Business,150050,765,1,Business,359539,13.28,120,5427.84,2025-08-19,,Rejected,0,No,0,0,8,Savings,Yes
L01173,C11173,Bengaluru East,Bengaluru,Karnataka,Male,21,Student,174686,666,1,Home,400996,14.36,84,7594.64,2024-11-30,09-12-2024,Approved,400996,No,0,0,9,Current,No
L01174,C11174,Pune East,Pune,Maharashtra,Female,58,Salaried,57941,698,0,Home,172497,10.22,120,2300.63,2025-03-19,,Rejected,0,No,0,0,12,Savings,Yes
L01175,C11175,Kochi,Kochi,Kerala,Male,57,Salaried,32179,762,2,Home,558307,8.53,180,5507.69,2025-04-17,24-04-2025,Approved,558307,No,0,0,12,Savings,No
L01176,C11176,Kolkata West,Kolkata,West Bengal,Female,51,Student,170588,778,3,Business,121356,15.8,120,2017.77,2024-08-11,,Pending,0,No,0,0,8,Current,No
